#GENE	ALL_0.1%	%ALL_0.1%
SFXN3	0.33	73.41
SFXN4	-0.71	14.4
SFXN5	-0.78	12.88
SGCA	-0.71	14.5
SGCB	-0.23	37.11
SGCD	-0.27	34.32
SGCE	-0.54	20.54
SGCG	-0.14	43.77
SGCZ	-0.43	25.37
SGIP1	-1.08	7.2
SGK1	-0.29	33.42
SGK196	0.4	76.31
SGK2	-0.31	32.06
SGK223	0.01	54.13
SGK3	-0.32	31.46
SGK494	NA	NA
SGMS1	-0.45	24
SGMS2	0.02	55.22
SGOL1	0.71	85.68
SGOL2	2.25	98.21
SGPL1	-0.29	33.34
SGPP1	-0.36	28.93
SGPP2	-0.6	17.91
SGSH	0.34	73.7
SGSM1	-0.7	14.83
SGSM2	-0.74	13.8
SGSM3	-2.45	1.01
SGTA	-0.67	15.76
SGTB	-0.03	51.4
SH2B1	-0.24	36.17
SH2B2	NA	NA
SH2B3	NA	NA
SH2D1A	0.06	58
SH2D1B	0.37	74.95
SH2D2A	0.53	80.82
SH2D3A	1.51	95.47
SH2D3C	-0.64	16.71
SH2D4A	0.69	85.24
SH2D4B	1.33	94.21
SH2D5	-0.38	28.01
SH2D6	0.46	78.28
SH2D7	0.33	73.54
SH3BGR	1.3	93.95
SH3BGRL	0.01	54.63
SH3BGRL2	0.15	64.11
SH3BGRL3	0.04	56.25
SH3BP1	0.47	78.74
SH3BP2	-0.84	11.45
SH3BP4	-0.72	14.28
SH3BP5	0.31	72.6
SH3BP5L	-0.74	13.94
SH3D19	-0.09	47.12
SH3D21	0.51	80.3
SH3GL1	-1.02	8
SH3GL2	-0.49	22.36
SH3GL3	0.28	71.27
SH3GLB1	-0.32	31.46
SH3GLB2	0.17	65.96
SH3KBP1	-0.42	25.64
SH3PXD2A	-1.83	2.12
SH3PXD2B	-0.28	33.57
SH3RF1	-0.57	18.96
SH3RF2	-0.15	42.32
SH3RF3	NA	NA
SH3TC1	1.02	90.88
SH3TC2	0.02	55.23
SH3YL1	0.13	63
SHANK1	NA	NA
SHANK2	NA	NA
SHANK3	NA	NA
SHARPIN	0.11	61.91
SHB	NA	NA
SHBG	0.13	63.36
SHC1	-0.18	40.36
SHC2	NA	NA
SHC3	0.09	60.47
SHC4	-0.71	14.67
SHCBP1	-0.49	22.65
SHCBP1L	0.35	74.58
SHD	0.15	64.74
SHE	-0.2	38.82
SHF	0.09	60.57
SHFM1	0.01	54.63
SHH	NA	NA
SHISA2	NA	NA
SHISA3	-0.41	26.23
SHISA4	0.57	81.89
SHISA5	-0.2	38.82
SHISA6	0.57	81.89
SHISA7	NA	NA
SHISA9	NA	NA
SHKBP1	-1.17	6.03
SHMT1	0.22	68.38
SHMT2	-0.11	45.26
SHOC2	-0.18	39.95
SHOX	NA	NA
SHOX2	-0.41	26.23
SHPK	-0.4	26.93
SHPRH	-1.06	7.58
SHQ1	0.89	89.19
SHROOM1	-1.24	5.41
SHROOM2	1.53	95.54
SHROOM3	1.4	94.73
SHROOM4	1.07	91.71
SI	0.67	84.62
SIAE	0.38	75.58
SIAH1	0.13	62.74
SIAH2	-0.16	41.25
SIAH3	-0.38	27.42
SIDT1	-0.92	9.78
SIDT2	-0.04	50.54
SIGIRR	0.06	58.85
SIGLEC1	-1.81	2.19
SIGLEC10	-0.24	36.31
SIGLEC11	0.85	88.48
SIGLEC12	2.34	98.4
SIGLEC14	NA	NA
SIGLEC15	NA	NA
SIGLEC5	0.55	81.6
SIGLEC6	1.51	95.45
SIGLEC7	-0.6	18.06
SIGLEC8	0.6	82.83
SIGLEC9	1.09	91.87
SIGLECL1	0.04	56.92
SIGMAR1	0.08	59.76
SIK1	-0.26	34.93
SIK2	-0.42	25.79
SIK3	-0.99	8.6
SIKE1	-0.23	36.86
SIL1	0.42	77.23
SIM1	-0.82	11.88
SIM2	-0.2	39.17
SIN3A	-1.39	4.27
SIN3B	-1.37	4.51
SIPA1	-0.08	47.15
SIPA1L1	-2.73	0.7
SIPA1L2	-1.31	4.87
SIPA1L3	-1.61	2.95
SIRPA	-0.78	13.05
SIRPB1	3.22	99.36
SIRPB2	1.02	90.92
SIRPD	0.06	58.74
SIRPG	0.8	87.66
SIRT1	0.2	67.19
SIRT2	0.02	55.61
SIRT3	0.49	79.46
SIRT4	-0.09	46.92
SIRT5	0.33	73.61
SIRT6	0.33	73.27
SIRT7	-0.12	45.13
SIT1	0.31	72.23
SIVA1	0.35	74.18
SIX1	-0.3	32.62
SIX2	0.06	58.53
SIX3	0.06	58.26
SIX4	0.31	72.66
SIX5	NA	NA
SIX6	0.68	84.93
SKA1	0.26	70.26
SKA2	0.19	66.57
SKA3	0.84	88.3
SKAP1	0.17	65.76
SKAP2	0.17	65.76
SKI	NA	NA
SKIDA1	NA	NA
SKIL	-0.33	30.7
SKIV2L	0.17	64.98
SKIV2L2	-1.15	6.23
SKOR1	NA	NA
SKOR2	NA	NA
SKP1	0.06	58
SKP2	-0.69	14.97
SLA	-0.09	46.74
SLA2	0.26	70.26
SLAIN1	-0.32	31.69
SLAIN2	-0.29	32.94
SLAMF1	0.73	86.17
SLAMF6	-0.43	25.15
SLAMF7	0.31	72.38
SLAMF8	0	53.85
SLAMF9	0.82	87.95
SLBP	0.06	58.26
SLC10A1	-0.89	10.37
SLC10A2	-0.11	45.57
SLC10A3	-0.34	30.37
SLC10A4	NA	NA
SLC10A5	0.95	90.06
SLC10A6	0.57	82.08
SLC10A7	0.28	71.27
SLC11A1	-0.51	21.77
SLC11A2	0.31	72.6
SLC12A1	-0.83	11.49
SLC12A2	-1.31	4.88
SLC12A3	-1.62	2.89
SLC12A4	-1.92	1.93
SLC12A5	-1.37	4.45
SLC12A6	-1.13	6.51
SLC12A7	-2.79	0.65
SLC12A8	0.67	84.75
SLC12A9	-1.17	6.06
SLC13A1	0.42	77.23
SLC13A2	-0.37	28.16
SLC13A3	-0.82	11.88
SLC13A4	-0.58	18.72
SLC13A5	-1.4	4.19
SLC14A1	0.55	81.55
SLC14A2	0.28	70.78
SLC15A1	0.03	55.81
SLC15A2	-0.18	40.56
SLC15A3	NA	NA
SLC15A4	NA	NA
SLC15A5	2.51	98.66
SLC16A1	-0.07	48.35
SLC16A10	-0.05	50.01
SLC16A11	NA	NA
SLC16A12	-0.14	43.57
SLC16A13	-0.09	46.92
SLC16A14	-0.49	22.51
SLC16A2	0.1	61.49
SLC16A3	-0.64	16.68
SLC16A4	0.46	78.59
SLC16A5	-0.24	36.23
SLC16A6	-0.07	48.69
SLC16A7	0.37	75.43
SLC16A8	NA	NA
SLC16A9	0.49	79.38
SLC17A1	0.24	69.37
SLC17A2	0.22	68.27
SLC17A3	0.11	62
SLC17A4	7.61E-05	53.98
SLC17A5	0.06	58.85
SLC17A6	-0.22	37.43
SLC17A7	-0.31	31.93
SLC17A8	-0.96	9.17
SLC17A9	0.38	75.58
SLC18A1	1.03	91.09
SLC18A2	-0.71	14.4
SLC18A3	-0.75	13.58
SLC18B1	-0.11	45.49
SLC19A1	-0.29	33.47
SLC19A2	-0.27	34.6
SLC19A3	-0.24	36.17
SLC1A1	-0.71	14.67
SLC1A2	-1.29	5.03
SLC1A3	-0.67	15.76
SLC1A4	-0.11	45.36
SLC1A5	NA	NA
SLC1A6	-0.8	12.33
SLC1A7	-0.44	24.71
SLC20A1	-0.49	22.36
SLC20A2	-0.75	13.67
SLC22A1	1.78	96.85
SLC22A10	1.85	97.12
SLC22A11	0.02	55.76
SLC22A12	-1.15	6.23
SLC22A13	-0.26	34.93
SLC22A14	1.85	97.13
SLC22A15	0.04	57.31
SLC22A16	0.47	78.83
SLC22A17	-0.54	20.54
SLC22A18	1.25	93.42
SLC22A18AS	1.88	97.25
SLC22A2	-0.51	21.77
SLC22A23	-0.87	10.8
SLC22A24	NA	NA
SLC22A25	0.69	85.26
SLC22A3	-0.45	24.19
SLC22A4	-0.71	14.57
SLC22A5	0.8	87.66
SLC22A6	-0.49	22.51
SLC22A7	-1.02	8
SLC22A8	-0.33	30.74
SLC22A9	0.18	66.17
SLC23A1	0.27	70.58
SLC23A2	-0.93	9.55
SLC23A3	-0.62	17.16
SLC24A1	-0.57	19.04
SLC24A2	-0.51	21.73
SLC24A3	1.14	92.3
SLC24A4	0.32	72.8
SLC24A5	-0.69	15.2
SLC24A6	-1	8.54
SLC25A1	-0.52	21.2
SLC25A10	-0.45	24.19
SLC25A11	-0.34	30.07
SLC25A12	-0.42	25.56
SLC25A13	-1.16	6.17
SLC25A14	-0.14	42.88
SLC25A15	0.08	60.09
SLC25A16	-0.43	25.15
SLC25A17	0.04	57.15
SLC25A18	-0.56	19.54
SLC25A19	-0.43	25.37
SLC25A2	0.88	89.02
SLC25A20	-0.14	43.29
SLC25A21	0.73	86.08
SLC25A21-AS1	NA	NA
SLC25A22	0.13	63.2
SLC25A23	-1.02	8
SLC25A24	-0.71	14.57
SLC25A25	-0.44	24.46
SLC25A26	-0.07	48.12
SLC25A27	0.53	80.73
SLC25A28	-0.38	27.42
SLC25A29	NA	NA
SLC25A3	-0.63	17.03
SLC25A30	-0.09	46.74
SLC25A31	-0.14	43.57
SLC25A32	-0.05	50.01
SLC25A33	-0.18	39.95
SLC25A34	-0.11	45.26
SLC25A35	-0.65	16.36
SLC25A36	-0.41	26.23
SLC25A37	0.11	61.73
SLC25A38	0	53.73
SLC25A39	-1	8.37
SLC25A4	0.06	58.26
SLC25A40	0.02	55.22
SLC25A41	1.42	94.93
SLC25A42	-0.16	41.64
SLC25A43	0.28	71.08
SLC25A44	-0.43	25.15
SLC25A45	1.55	95.62
SLC25A46	0.84	88.3
SLC25A47	0.47	78.8
SLC25A48	0.53	80.73
SLC25A5	-0.03	51.04
SLC25A51	-0.14	43.29
SLC25A52	0.46	78.46
SLC25A53	0.26	70.26
SLC25A6	-0.89	10.37
SLC26A1	0.24	68.73
SLC26A10	2.22	98.16
SLC26A11	0.03	55.84
SLC26A2	0.18	66.17
SLC26A3	0.6	82.87
SLC26A4	1.14	92.34
SLC26A5	-0.35	29.43
SLC26A6	-0.06	48.84
SLC26A7	0.11	62.1
SLC26A8	0.69	85.29
SLC26A9	-0.14	42.35
SLC27A1	-0.8	12.46
SLC27A2	-0.49	22.65
SLC27A3	-0.82	12.01
SLC27A4	-1.08	7.2
SLC27A5	0.29	71.6
SLC27A6	-0.13	43.98
SLC28A1	0.76	86.85
SLC28A2	0.58	82.31
SLC28A3	0.85	88.48
SLC29A1	0.57	82.08
SLC29A2	-0.6	18.06
SLC29A3	0.43	77.29
SLC29A4	-0.99	8.64
SLC2A1	-1.05	7.66
SLC2A10	0.23	68.52
SLC2A11	0.76	86.8
SLC2A12	-1.15	6.23
SLC2A13	-0.63	17.03
SLC2A14	-0.53	20.7
SLC2A2	-0.22	37.43
SLC2A3	0.62	83.36
SLC2A4	-0.18	40.45
SLC2A4RG	NA	NA
SLC2A5	-0.2	39.17
SLC2A6	-0.22	37.6
SLC2A7	1.69	96.42
SLC2A8	NA	NA
SLC2A9	1.23	93.25
SLC30A1	-0.38	27.42
SLC30A10	-0.4	26.53
SLC30A2	0.11	61.73
SLC30A3	-0.8	12.24
SLC30A4	-0.52	21.2
SLC30A5	-0.09	47.06
SLC30A6	-1	8.32
SLC30A7	-0.69	14.97
SLC30A8	0.09	60.47
SLC30A9	0.53	80.88
SLC31A1	0.08	59.76
SLC31A2	-0.05	49.39
SLC32A1	-0.03	51.66
SLC33A1	0.2	67.19
SLC34A1	-0.8	12.53
SLC34A2	0.16	64.92
SLC34A3	0.41	76.54
SLC35A1	0.13	63
SLC35A2	-0.16	41.64
SLC35A3	-0.03	51.4
SLC35A4	0.37	75.29
SLC35A5	0.51	80.1
SLC35B1	-0.16	41.91
SLC35B2	-0.82	11.77
SLC35B3	-0.2	38.82
SLC35B4	-0.25	35.75
SLC35C1	-0.01	53.51
SLC35C2	-0.62	17.16
SLC35D1	-0.27	34.32
SLC35D2	-0.27	34.32
SLC35D3	0.4	76.15
SLC35E1	-0.63	17.03
SLC35E2	NA	NA
SLC35E2B	-0.16	41.25
SLC35E3	-0.23	37.11
SLC35E4	-0.18	40.36
SLC35F1	0.06	58.53
SLC35F2	0.22	68.13
SLC35F3	-0.62	17.16
SLC35F4	NA	NA
SLC35F5	0.06	58.74
SLC35G1	-0.43	25.15
SLC35G2	-0.22	37.43
SLC35G3	-0.25	36.07
SLC35G5	1.36	94.44
SLC35G6	1.04	91.26
SLC36A1	-0.62	17.36
SLC36A2	0.05	57.52
SLC36A3	0.29	71.57
SLC36A4	0.13	63.49
SLC37A1	-0.71	14.71
SLC37A2	0.05	57.48
SLC37A3	-0.35	29.43
SLC37A4	NA	NA
SLC38A1	-0.38	27.88
SLC38A10	1.13	92.24
SLC38A11	0.02	55.45
SLC38A2	0.13	63.36
SLC38A4	0.31	72.6
SLC38A5	-0.36	28.93
SLC38A6	-0.49	22.36
SLC38A7	-0.47	23.51
SLC38A8	-0.94	9.41
SLC38A9	0.13	63.36
SLC39A1	-0.6	17.75
SLC39A10	-0.16	42.16
SLC39A11	0.64	84.05
SLC39A12	0.71	85.82
SLC39A13	0.98	90.38
SLC39A14	-0.42	25.56
SLC39A2	1.82	96.97
SLC39A3	-0.02	52.09
SLC39A4	1.21	93.05
SLC39A5	-0.37	28.2
SLC39A6	-0.8	12.46
SLC39A7	0.04	57.15
SLC39A8	0.17	65.76
SLC39A9	0.19	66.82
SLC3A1	-1.59	3.1
SLC3A2	-0.31	32.15
SLC40A1	0.33	73.41
SLC41A1	-0.98	8.75
SLC41A2	-0.16	41.64
SLC41A3	0.29	71.57
SLC43A1	-0.06	48.84
SLC43A2	-0.98	8.85
SLC43A3	-0.51	21.65
SLC44A1	-0.53	20.7
SLC44A2	-0.93	9.68
SLC44A3	-0.02	52.25
SLC44A4	1.09	91.9
SLC44A5	-0.29	33.34
SLC45A1	-2.04	1.67
SLC45A2	-0.98	8.85
SLC45A3	-0.53	20.78
SLC45A4	-1.3	4.99
SLC46A1	NA	NA
SLC46A2	0.53	80.96
SLC46A3	0	53.85
SLC47A1	-0.22	37.6
SLC47A2	-0.84	11.28
SLC48A1	NA	NA
SLC4A1	-0.79	12.62
SLC4A10	-0.84	11.28
SLC4A11	-2.34	1.17
SLC4A1AP	-0.44	24.53
SLC4A2	-1.77	2.32
SLC4A3	-1.18	5.92
SLC4A4	-0.37	28.2
SLC4A5	-1.55	3.31
SLC4A7	-0.97	8.96
SLC4A8	-0.8	12.46
SLC4A9	-0.44	24.68
SLC50A1	-0.16	41.25
SLC52A1	0.31	72.66
SLC52A2	-0.93	9.55
SLC52A3	0.09	60.65
SLC5A1	0.33	73.61
SLC5A10	-0.82	11.98
SLC5A11	0.07	59.16
SLC5A12	-0.07	48.69
SLC5A2	-0.86	10.89
SLC5A3	-0.67	15.86
SLC5A4	0.74	86.33
SLC5A5	-0.89	10.43
SLC5A6	-0.09	47.06
SLC5A7	0.24	69.37
SLC5A8	0.4	76.45
SLC5A9	1.14	92.37
SLC6A1	-0.36	29.16
SLC6A11	-0.44	24.53
SLC6A12	-0.4	26.98
SLC6A13	-0.53	20.89
SLC6A14	-0.23	37.11
SLC6A15	0.07	59.04
SLC6A16	-0.6	18.21
SLC6A17	-0.57	18.9
SLC6A18	1.01	90.81
SLC6A19	-1.92	1.92
SLC6A2	-0.44	24.46
SLC6A20	-0.53	20.89
SLC6A3	-1.53	3.39
SLC6A4	-0.6	18.06
SLC6A5	0.78	87.26
SLC6A6	-0.29	33.2
SLC6A7	-1.29	5.08
SLC6A8	-0.74	13.94
SLC6A9	-0.71	14.67
SLC7A1	-1.22	5.6
SLC7A10	-0.57	18.9
SLC7A11	0.22	68.38
SLC7A13	1.93	97.48
SLC7A14	-1.08	7.24
SLC7A2	0.41	76.54
SLC7A3	-0.47	23.43
SLC7A4	0.41	76.51
SLC7A5	0	53.85
SLC7A6	0.02	55.61
SLC7A6OS	0.75	86.57
SLC7A7	-0.71	14.57
SLC7A8	-0.07	48.78
SLC7A9	-0.53	20.86
SLC8A1	-1.15	6.29
SLC8A2	-1	8.32
SLC8A3	-1.06	7.55
SLC9A1	-1.62	2.93
SLC9A2	-0.38	28.01
SLC9A3	-1.79	2.26
SLC9A3R1	0.31	72.38
SLC9A3R2	0.44	77.85
SLC9A4	0.85	88.49
SLC9A5	-0.87	10.8
SLC9A6	-0.18	39.95
SLC9A7	-0.56	19.54
SLC9A8	-0.67	15.86
SLC9A9	-0.86	10.89
SLC9B1	0.26	70.44
SLC9B2	0.58	82.25
SLC9C1	1.63	96.07
SLC9C2	0.38	75.63
SLCO1A2	-0.33	30.82
SLCO1B1	1.03	91.07
SLCO1B3	0.67	84.74
SLCO1B7	1.71	96.47
SLCO1C1	7.61E-05	53.98
SLCO2A1	0.27	70.69
SLCO2B1	-0.48	22.78
SLCO3A1	-0.58	18.78
SLCO4A1	-1.32	4.78
SLCO4C1	-0.31	32.15
SLCO5A1	0.52	80.34
SLCO6A1	1.31	94.05
SLFN11	0.09	60.71
SLFN12	1.33	94.21
SLFN12L	2.77	99.01
SLFN13	2.76	99
SLFN14	2.71	98.93
SLFN5	0.63	83.57
SLFNL1	0.98	90.46
SLIRP	0.04	56.64
SLIT1	-2.03	1.7
SLIT2	-2.18	1.4
SLIT3	-2.2	1.37
SLITRK1	-0.85	11.06
SLITRK2	-0.78	12.88
SLITRK3	-0.35	29.43
SLITRK4	-0.78	12.77
SLITRK5	-1.64	2.82
SLITRK6	-0.78	13.05
SLK	-0.37	28.16
SLMAP	-1.16	6.17
SLMO1	-0.19	39.68
SLMO2	0.28	71.08
SLN	0.08	59.43
SLPI	-0.1	46.2
SLTM	-1.04	7.77
SLU7	-0.09	46.92
SLURP1	0.17	65.33
SLX1A	NA	NA
SLX1B	NA	NA
SLX4	1.17	92.73
SMAD1	-0.41	26.23
SMAD2	-0.38	27.42
SMAD3	-0.34	30.37
SMAD4	-0.32	31.69
SMAD5	NA	NA
SMAD6	NA	NA
SMAD7	NA	NA
SMAD9	-0.78	12.88
SMAGP	0.15	64.11
SMAP1	-0.07	48.35
SMAP2	-0.29	32.94
SMARCA1	-0.38	27.88
SMARCA2	-1.97	1.82
SMARCA4	-2.85	0.6
SMARCA5	-0.98	8.75
SMARCAD1	0.27	70.58
SMARCAL1	-0.13	44.09
SMARCB1	-0.34	30.07
SMARCC1	-0.84	11.28
SMARCC2	-1.66	2.71
SMARCD1	-0.16	41.64
SMARCD2	-0.21	38.58
SMARCD3	-0.49	22.36
SMARCE1	-0.01	53.51
SMC1A	-0.49	22.09
SMC1B	0.27	70.73
SMC2	-0.64	16.74
SMC3	-0.89	10.3
SMC4	-0.99	8.6
SMC5	-0.28	33.53
SMC6	-0.82	11.94
SMCHD1	-1.7	2.57
SMCO1	NA	NA
SMCP	0.44	77.45
SMCR7	-0.53	20.78
SMCR7L	0.42	77.16
SMCR8	-0.79	12.62
SMEK1	-0.65	16.36
SMEK2	-0.51	21.73
SMG1	-2.98	0.54
SMG5	-1.02	8.14
SMG6	-0.16	42.06
SMG7	-0.31	32.23
SMG8	-0.86	10.92
SMG9	-0.76	13.45
SMIM1	NA	NA
SMIM17	NA	NA
SMIM2	NA	NA
SMIM22	NA	NA
SMKR1	NA	NA
SMLR1	NA	NA
SMN1	NA	NA
SMN2	NA	NA
SMNDC1	-0.03	51.04
SMO	-0.57	18.9
SMOC1	0.02	55.61
SMOC2	-0.53	20.82
SMOX	-1.15	6.23
SMPD1	1.72	96.48
SMPD2	-0.11	45.36
SMPD3	-0.91	10.12
SMPD4	-1.39	4.31
SMPDL3A	0.57	82.08
SMPDL3B	-0.02	52.15
SMPX	0.01	54.63
SMR3A	0.46	78.28
SMR3B	0.04	56.25
SMS	-0.3	32.62
SMTN	0.43	77.33
SMTNL1	NA	NA
SMTNL2	NA	NA
SMU1	-0.14	42.88
SMUG1	0.08	60.09
SMURF1	-1.38	4.39
SMURF2	-0.69	15.12
SMYD1	-0.2	39.17
SMYD2	0.35	74.49
SMYD3	-0.31	31.93
SMYD4	1.41	94.8
SMYD5	-0.05	50.01
SNAI1	0.08	60.09
SNAI2	-0.1	46.2
SNAI3	0.96	90.11
SNAP23	-0.19	39.68
SNAP25	-0.01	52.85
SNAP29	0.08	60.09
SNAP47	0.76	86.75
SNAP91	-0.57	18.96
SNAPC1	0	53.73
SNAPC2	0.4	76.31
SNAPC3	-0.07	48.54
SNAPC4	0.32	72.76
SNAPC5	-0.1	46.2
SNAPIN	0.01	54.63
SNCA	-0.14	42.88
SNCAIP	0.23	68.54
SNCB	-0.05	49.39
SNCG	1.01	90.84
SND1	-1.06	7.48
SNED1	-1.38	4.36
SNF8	-0.34	30.07
SNIP1	0.13	63.2
SNN	-0.08	47.79
SNPH	-0.64	16.53
SNRK	-0.64	16.53
SNRNP200	-2.34	1.17
SNRNP25	-0.05	49.76
SNRNP27	-0.03	51.04
SNRNP35	-0.29	32.94
SNRNP40	-0.36	28.63
SNRNP48	-0.25	35.99
SNRNP70	NA	NA
SNRPA	-0.54	20.26
SNRPA1	0.3	72.01
SNRPB	-0.27	33.97
SNRPB2	-0.12	44.54
SNRPC	-0.03	51.04
SNRPD1	0.12	62.38
SNRPD2	-0.08	47.79
SNRPD3	0.06	58
SNRPE	0.12	62.38
SNRPF	0.1	60.96
SNRPG	0.12	62.38
SNRPN	-0.21	38.28
SNTA1	-0.36	29.16
SNTB1	-0.47	23.51
SNTB2	NA	NA
SNTG1	0.15	64.74
SNTG2	1	90.77
SNTN	0.1	61.28
SNUPN	0.6	82.66
SNURF	-0.03	51.04
SNW1	-0.49	22.09
SNX1	-0.51	21.56
SNX10	-0.1	46.2
SNX11	-0.38	27.42
SNX12	0.04	56.25
SNX13	-0.44	24.46
SNX14	-0.49	22.65
SNX15	0.2	67.19
SNX16	0.55	81.38
SNX17	0.04	57.31
SNX18	-0.27	34.71
SNX19	1.37	94.46
SNX2	-0.69	14.97
SNX20	0.6	82.66
SNX21	0.11	61.91
SNX22	-0.03	51.4
SNX24	-0.08	47.79
SNX25	-0.17	40.6
SNX27	0.06	58.53
SNX29	-0.56	19.73
SNX3	0.12	62.38
SNX30	-0.45	24.19
SNX31	0.53	80.96
SNX32	-0.82	11.88
SNX33	-0.67	15.86
SNX4	-0.58	18.44
SNX5	-0.25	35.99
SNX6	-0.23	36.86
SNX7	0.02	55.45
SNX8	0.38	75.51
SNX9	-0.13	43.91
SOAT1	-0.29	33.47
SOAT2	0.18	66.17
SOBP	0.13	63.2
SOCS1	NA	NA
SOCS2	0.19	66.57
SOCS3	-0.03	51.04
SOCS4	-0.42	25.56
SOCS5	-0.98	8.75
SOCS6	-1.02	7.94
SOCS7	NA	NA
SOD1	-0.08	47.79
SOD2	0.26	70.06
SOD3	NA	NA
SOGA1	NA	NA
SOGA2	-1.3	4.97
SOGA3	-0.58	18.59
SOHLH1	0.07	59.04
SOHLH2	0.11	61.91
SOLH	NA	NA
SON	-1.88	1.99
SORBS1	0.48	79.05
SORBS2	-0.52	20.95
SORBS3	0.26	69.72
SORCS1	-1.14	6.36
SORCS2	-0.41	25.87
SORCS3	-1.17	6.04
SORD	0.86	88.74
SORL1	-2.34	1.16
SORT1	0.38	75.51
SOS1	-1	8.54
SOS2	-0.93	9.72
SOST	NA	NA
SOSTDC1	0.01	54.95
SOWAHA	NA	NA
SOWAHB	-0.29	33.34
SOWAHC	NA	NA
SOWAHD	NA	NA
SOX1	NA	NA
SOX10	-0.47	23.04
SOX11	NA	NA
SOX12	NA	NA
SOX13	0.75	86.71
SOX14	-0.08	47.79
SOX15	NA	NA
SOX17	NA	NA
SOX18	NA	NA
SOX2	-0.12	44.54
SOX21	NA	NA
SOX3	NA	NA
SOX30	1.29	93.85
SOX4	NA	NA
SOX5	-0.96	9.09
SOX6	-1.11	6.72
SOX7	-0.42	25.56
SOX8	NA	NA
SOX9	-0.71	14.4
SP1	-0.93	9.55
SP100	0.23	68.57
SP110	0.54	81.1
SP140	0.32	72.8
SP140L	1.44	95.09
SP2	-0.84	11.28
SP3	-0.07	48.69
SP4	-0.84	11.18
SP5	NA	NA
SP6	NA	NA
SP7	-0.8	12.24
SP8	NA	NA
SP9	NA	NA
SPA17	0.08	59.76
SPACA1	-0.29	32.94
SPACA3	0.93	89.79
SPACA4	0.24	68.98
SPACA5	NA	NA
SPACA5B	NA	NA
SPACA7	0.04	57.15
SPAG1	0.8	87.69
SPAG11A	NA	NA
SPAG11B	NA	NA
SPAG16	0.18	66.13
SPAG17	0.6	82.88
SPAG4	0.55	81.48
SPAG5	-0.39	27.08
SPAG6	-0.03	51.66
SPAG7	0.24	68.98
SPAG8	0.87	88.82
SPAG9	-1.13	6.56
SPAM1	0.42	77.16
SPANXA1	NA	NA
SPANXA2	NA	NA
SPANXB1	NA	NA
SPANXB2	NA	NA
SPANXC	1.53	95.48
SPANXD	1.22	93.14
SPANXN1	0.08	59.76
SPANXN2	0.41	76.67
SPANXN3	0.22	67.92
SPANXN4	0.26	69.83
SPANXN5	-0.03	51.04
SPARC	0.31	72.38
SPARCL1	0.51	80.3
SPAST	-0.07	48.54
SPATA12	-0.12	44.89
SPATA13	2.01	97.67
SPATA16	1.73	96.6
SPATA17	-0.13	43.91
SPATA18	0.11	62.14
SPATA19	-0.05	49.76
SPATA2	-0.86	10.85
SPATA20	-0.59	18.26
SPATA21	1.31	94.04
SPATA22	1.02	90.92
SPATA24	0.48	78.95
SPATA25	0.99	90.56
SPATA2L	NA	NA
SPATA3	0.79	87.4
SPATA4	0.24	69.21
SPATA5	-0.22	37.66
SPATA5L1	-0.22	37.54
SPATA6	-0.31	32.15
SPATA6L	1.22	93.21
SPATA7	1.14	92.3
SPATA8	0.79	87.34
SPATA9	0.22	68.13
SPATC1	0.45	78.02
SPATS1	0.24	69.21
SPATS2	-0.27	34.71
SPATS2L	0.17	65.96
SPC24	0.41	76.67
SPC25	0.01	54.95
SPCS1	0.3	71.81
SPCS2	0.01	54.63
SPCS3	0.01	54.63
SPDEF	0.31	72.66
SPDYA	0.1	61.28
SPDYC	-0.49	22.36
SPDYE1	NA	NA
SPDYE2	NA	NA
SPDYE2B	NA	NA
SPDYE3	NA	NA
SPDYE4	0.46	78.28
SPECC1	-1.19	5.89
SPECC1L	-0.28	33.53
SPEF1	0.3	72.01
SPEF2	2.82	99.07
SPEG	-0.06	48.92
SPEM1	0.49	79.38
SPEN	-2.31	1.21
SPERT	-0.03	51.92
SPESP1	0.13	63.2
SPG11	-0.48	22.79
SPG20	-0.49	22.7
SPG21	-0.18	39.95
SPG7	-1.05	7.62
SPHAR	0.1	60.96
SPHK1	-0.22	37.54
SPHK2	0.13	63.57
SPHKAP	-0.8	12.34
SPI1	-0.16	41.25
SPIB	-0.25	35.75
SPIC	-0.1	46.49
SPICE1	0.25	69.66
SPIN1	0.01	54.63
SPIN2A	NA	NA
SPIN2B	NA	NA
SPIN3	-0.14	42.88
SPIN4	-0.01	52.85
SPINK1	0.81	87.82
SPINK13	-0.01	52.85
SPINK14	0.04	56.25
SPINK2	0.01	54.63
SPINK4	0.61	83.07
SPINK5	2.83	99.09
SPINK6	0.52	80.46
SPINK7	0.21	67.72
SPINK8	0.52	80.46
SPINK9	0.04	56.25
SPINLW1	0.44	77.45
SPINLW1-WFDC6	0.22	67.92
SPINT1	0.27	70.73
SPINT2	0.44	77.7
SPINT3	0.66	84.27
SPINT4	0.46	78.16
SPIRE1	-1.11	6.72
SPIRE2	-0.71	14.78
SPN	-0.27	34.6
SPNS1	-0.58	18.72
SPNS2	-0.98	8.85
SPNS3	-0.15	42.32
SPO11	0.46	78.46
SPOCD1	1.45	95.15
SPOCK1	-0.49	22.51
SPOCK2	-0.73	14.08
SPOCK3	0.04	57.31
SPON2	-0.02	52.09
SPOP	-0.19	39.68
SPOPL	-0.03	51.66
